policy,candidatesupport,taxesfortreatment,emotionscale,sw,sb,ns,uw,ub,pooledwhite,pooledblack,pooledsymp,pooledunsymp,treat,RR,whiteid,racialstereotype,conservative,moderate,liberal,republican,independent,democrat,age,region,hsgrad,somecollege,collegegrad,postgrad,female,d25kto34k,d35kto49k,d50kto74k,d75kto99k,d100kto149k,d150kormore,pid7,ideo,perwhiteaddicts,perblackaddicts,overrepwhiteaddicts,overrepblackaddicts,sympathymike,opioidnews,state
1,0.75,0.8,0.625,0,0,1,0,0,0,0,0,0,No Story,0,0.25,0,0,0,1,0,0,1,56,Northeast,0,0,1,0,1,0,1,0,0,0,0,0.333333333,2,0.8,0.06,1,0,NA,Fairly closely,NY
1,0.75,0.6,0.775,0,0,0,1,0,1,0,0,1,Unsympathetic White,0,0.25,-0.166666667,0,0,1,0,0,1,36,South,0,0,1,0,0,0,0,0,1,0,0,0.333333333,3,0.4,0.4,0,1,0.75,Very closely,VA
0,0.5,0.2,0.625,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.625,0.25,0,0,0,1,1,0,0,38,Midwest,0,1,0,0,0,0,0,0,0,0,1,0.666666667,2,0.6,0.3,0,1,0.5,Not too closely,OH
1,1,0.4,0.8,1,0,0,0,0,1,0,1,0,Sympathetic White,0.125,0,0,0,0,1,0,0,1,36,Midwest,0,0,1,0,0,0,0,0,0,1,0,0.333333333,2,0.8,0.05,1,0,0.75,Not too closely,MO
1,0.75,0,0.7,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.25,0,0,0,1,0,0,1,0,45,South,0,1,0,0,1,1,0,0,0,0,0,0.5,4,0.6,0.35,0,1,1,Not closely at all,TN
0,0.5,1,0.75,0,0,1,0,0,0,0,0,0,No Story,0.5,0.5,0,NA,NA,NA,1,0,0,22,South,0,1,0,0,0,0,1,0,0,0,0,0.833333333,NA,0.45,0.45,0,1,NA,Not too closely,SC
0,0.5,0,0.425,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.75,0.5,0,1,0,0,1,0,0,43,South,0,0,0,1,0,0,0,0,0,1,0,0.666666667,5,0.7,0.15,1,1,0.5,Not closely at all,VA
1,0.5,0.2,0.375,0,0,1,0,0,0,0,0,0,No Story,0.75,0,0.166666667,NA,NA,NA,0,1,0,22,Midwest,0,1,0,0,0,0,0,0,0,0,0,0.5,NA,0.3,0.4,0,1,NA,Not too closely,IL
0,0,0,0.225,1,0,0,0,0,1,0,1,0,Sympathetic White,1,0.5,0,NA,NA,NA,0,1,0,39,Midwest,0,1,0,0,1,0,0,0,0,0,0,0.5,NA,0.53,0.27,0,1,0,Not closely at all,OH
1,1,0.4,0.775,0,0,1,0,0,0,0,0,0,No Story,0,0.25,-0.166666667,0,0,1,0,0,1,42,South,0,1,0,0,0,0,0,1,0,0,0,0,1,0.5,0.25,0,1,NA,Very closely,WV
1,0,0,0.75,1,0,0,0,0,1,0,1,0,Sympathetic White,1,1,0.333333333,1,0,0,1,0,0,64,West,1,0,0,0,1,0,0,0,0,0,0,1,7,0.5,0.5,0,1,0.5,Not closely at all,AZ
1,1,1,0.825,1,0,0,0,0,1,0,1,0,Sympathetic White,0.125,0,0,0,0,1,0,0,1,43,Midwest,0,1,0,0,0,0,1,0,0,0,0,0.166666667,3,0.7,0.1,1,0,0.75,Fairly closely,NE
1,0.75,0,0.75,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.875,0,0.166666667,NA,NA,NA,NA,NA,NA,20,South,0,1,0,0,0,0,0,0,1,0,0,NA,NA,0.2,0.6,0,1,0.75,Not too closely,NC
1,0.75,0,0.35,0,0,0,1,0,1,0,0,1,Unsympathetic White,0,0,0,0,0,1,0,0,1,30,South,0,0,1,0,0,0,0,0,0,1,0,0,2,0.87,0.1,1,0,0,Very closely,KY
1,0.75,0.2,0.5,0,0,1,0,0,0,0,0,0,No Story,0.125,0,-0.166666667,0,0,1,0,0,1,29,West,0,1,0,0,0,1,0,0,0,0,0,0.166666667,1,0.7,0.15,1,1,NA,Not closely at all,UT
0,0.25,0,0.75,1,0,0,0,0,1,0,1,0,Sympathetic White,1,0,0,NA,NA,NA,1,0,0,37,South,0,1,0,0,1,0,0,1,0,0,0,0.833333333,NA,0.3,0.5,0,1,1,Very closely,NC
1,0.5,0.6,0.675,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.5,0.5,0,1,0,0,1,0,0,54,West,1,0,0,0,0,0,0,1,0,0,0,0.666666667,6,0.3,0.4,0,1,0.25,Not closely at all,CA
1,0.5,0.2,0.65,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.375,0.25,0,1,0,0,1,0,0,60,West,0,0,1,0,0,0,0,0,0,0,0,0.666666667,5,0.6,0.15,0,1,0.25,Not too closely,AZ
1,0.75,0.4,0.6,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.375,0.5,0,0,1,0,0,0,1,70,West,0,1,0,0,1,0,0,0,0,0,0,0,4,0.75,0.2,1,1,0.5,Fairly closely,ID
1,0.75,0.2,0,0,0,0,0,1,0,1,0,1,Unsympathetic Black,1,1,0,1,0,0,1,0,0,36,Midwest,0,1,0,0,0,0,0,0,0,1,0,1,6,0.95,0.04,1,0,0.5,Very closely,MN
0,0.25,0.2,0.075,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.75,0,0,NA,NA,NA,NA,NA,NA,71,South,0,0,1,0,1,0,0,0,1,0,0,NA,NA,0.5,0.25,0,1,0.25,Fairly closely,KY
1,1,0.4,0.875,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0,0,0,0,0,1,0,0,1,63,Midwest,1,0,0,0,0,0,1,0,0,0,0,0.166666667,2,0.3,0.4,0,1,0.75,Not too closely,WI
0,0.25,0.2,0.45,0,0,1,0,0,0,0,0,0,No Story,1,0.5,0.333333333,0,1,0,1,0,0,47,South,0,0,1,0,0,0,0,0,0,1,0,0.833333333,4,0.33,0.34,0,1,NA,Not too closely,MD
0,0.25,0,0.75,0,0,1,0,0,0,0,0,0,No Story,0.625,0,0,1,0,0,1,0,0,76,Midwest,0,1,0,0,1,0,0,0,0,0,0,1,7,0.5,0.15,0,1,NA,Not closely at all,OH
0,0,0,0.45,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.625,0.5,0.333333333,1,0,0,1,0,0,66,Northeast,0,0,1,0,0,1,0,0,0,0,0,0.833333333,6,0.45,0.35,0,1,0.75,Not closely at all,PA
1,0.75,0.2,0.7,0,0,1,0,0,0,0,0,0,No Story,0.875,0.5,0.166666667,0,1,0,1,0,0,64,Midwest,0,0,1,0,0,0,1,0,0,0,0,0.666666667,4,0.2,0.5,0,1,NA,Not too closely,WI
1,1,0.8,0.875,0,1,0,0,0,0,1,1,0,Sympathetic Black,0,0.75,0,0,0,1,0,0,1,60,South,0,0,0,1,0,0,0,0,0,0,1,0.333333333,2,0.7,0.2,1,1,1,Fairly closely,TX
1,1,0.2,0.975,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0,0,0,0,0,1,0,0,1,70,Northeast,0,0,1,0,0,0,1,0,0,0,0,0,1,0.4,0.3,0,1,1,Not too closely,NY
1,0.5,0.2,0.7,1,0,0,0,0,1,0,1,0,Sympathetic White,0.75,1,0.166666667,0,1,0,1,0,0,58,Midwest,1,0,0,0,1,0,0,1,0,0,0,0.833333333,4,0.5,0.25,0,1,0.5,Not closely at all,MO
1,0.75,0.8,0.9,0,0,0,1,0,1,0,0,1,Unsympathetic White,0,0,0,0,1,0,0,0,1,41,West,0,0,1,0,0,0,0,0,0,1,0,0.333333333,4,0.8,0.15,1,1,0.5,Not too closely,AZ
1,0.75,0.6,0.875,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.5,0,0,0,1,0,0,0,1,28,West,0,1,0,0,1,0,1,0,0,0,0,0.166666667,4,0.33,0.33,0,1,0.5,Not too closely,OR
1,0.75,0.6,0.5,1,0,0,0,0,1,0,1,0,Sympathetic White,0.75,1,0,NA,NA,NA,1,0,0,66,South,1,0,0,0,1,1,0,0,0,0,0,0.833333333,NA,0.45,0.45,0,1,0.5,Not too closely,NC
1,0.75,0.2,0.45,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.5,0.5,0,0,0,1,0,0,1,57,South,0,0,1,0,1,0,1,0,0,0,0,0.333333333,3,0.5,0.3,0,1,0.5,Fairly closely,VA
1,0.5,0.2,0.65,1,0,0,0,0,1,0,1,0,Sympathetic White,0.5,0.25,0,0,0,1,1,0,0,64,South,0,0,0,1,0,0,1,0,0,0,0,0.666666667,2,0.6,0.2,0,1,0.75,Not too closely,TX
1,0.75,0.6,0.5,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.25,0.25,0.166666667,0,0,1,0,0,1,76,Midwest,0,0,0,1,0,0,0,0,0,1,0,0,3,0.6,0.15,0,1,0,Fairly closely,IL
0,0.5,0.2,1,0,0,1,0,0,0,0,0,0,No Story,0.25,0,0,0,0,1,0,1,0,32,Midwest,0,1,0,0,1,1,0,0,0,0,0,0.5,2,0.6,0.2,0,1,NA,Not too closely,IL
1,0.75,0.4,0.525,0,0,0,0,1,0,1,0,1,Unsympathetic Black,1,0.5,0.166666667,1,0,0,1,0,0,65,Midwest,1,0,0,0,1,1,0,0,0,0,0,1,6,0.2,0.4,0,1,0.5,Very closely,ND
1,0.5,0,0.55,1,0,0,0,0,1,0,1,0,Sympathetic White,0.625,0,0,1,0,0,1,0,0,53,Midwest,0,0,1,0,0,0,0,0,0,1,0,0.833333333,5,0.75,0.2,1,1,0.25,Not too closely,SD
1,1,0.2,0.625,0,0,1,0,0,0,0,0,0,No Story,0,0.25,0,0,0,1,0,0,1,24,South,0,1,0,0,0,0,1,0,0,0,0,0,2,0.75,0.1,1,0,NA,Fairly closely,VA
1,1,1,0.425,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0,0,-1,0,0,1,0,0,1,32,West,0,1,0,0,1,0,1,0,0,0,0,0.333333333,1,0.64,0.12,1,1,1,Not too closely,AZ
1,0.5,0,0.875,1,0,0,0,0,1,0,1,0,Sympathetic White,0.625,0.5,0,0,0,1,0,0,1,27,West,0,1,0,0,1,0,0,1,0,0,0,0.166666667,2,0.5,0.5,0,1,0.5,Not closely at all,HI
0,0.5,0,0.525,0,0,1,0,0,0,0,0,0,No Story,0.375,0,0,1,0,0,1,0,0,29,South,0,0,0,1,1,0,0,0,1,0,0,0.833333333,6,0.4,0.5,0,1,NA,Not closely at all,SC
1,0.5,0.4,0.55,1,0,0,0,0,1,0,1,0,Sympathetic White,0.375,0,0,1,0,0,1,0,0,43,Northeast,0,0,1,0,1,0,0,0,0,0,1,0.833333333,6,0.6,0.25,0,1,0.75,Not closely at all,MA
1,1,1,1,0,0,1,0,0,0,0,0,0,No Story,0,0,0,0,0,1,0,1,0,24,South,0,0,1,0,0,1,0,0,0,0,0,0.5,2,0.3,0.4,0,1,NA,Fairly closely,FL
1,0.5,0,0.75,1,0,0,0,0,1,0,1,0,Sympathetic White,1,0,0.333333333,1,0,0,1,0,0,68,Northeast,0,0,1,0,0,0,0,0,0,1,0,0.833333333,5,0.35,0.4,0,1,0.75,Fairly closely,CT
1,1,0.6,0.625,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.5,0.5,0,1,0,0,1,0,0,37,South,1,0,0,0,0,0,0,0,0,0,0,1,6,0.34,0.34,0,1,0.75,Fairly closely,VA
0,0.25,0.2,0.7,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.5,0.25,0,1,0,0,1,0,0,47,Midwest,0,0,0,1,1,0,0,0,0,0,1,0.833333333,6,0.5,0.25,0,1,0.75,Fairly closely,IN
0,0,0,0.175,0,0,1,0,0,0,0,0,0,No Story,0.875,0.25,0,1,0,0,1,0,0,32,Midwest,0,0,1,0,0,0,0,0,0,1,0,0.833333333,6,0.7,0.2,1,1,NA,Not too closely,MN
0,0.25,0.6,0.675,0,0,0,1,0,1,0,0,1,Unsympathetic White,1,0,0,1,0,0,1,0,0,52,Northeast,1,0,0,0,0,0,0,0,0,0,1,0.833333333,5,0.5,0.3,0,1,0.25,Fairly closely,NY
1,1,0.6,0.6,1,0,0,0,0,1,0,1,0,Sympathetic White,0.375,0,0.166666667,0,1,0,0,0,1,21,West,0,1,0,0,1,0,0,0,0,0,0,0.333333333,4,0.45,0.5,0,1,0.75,Not closely at all,AZ
1,0.75,0.2,0.5,0,0,1,0,0,0,0,0,0,No Story,1,1,0.833333333,0,0,1,0,0,1,66,South,0,0,1,0,0,0,0,1,0,0,0,0.333333333,2,0.45,0.45,0,1,NA,Fairly closely,SC
0,0.5,0.2,0.5,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.5,0,0,0,0,1,0,1,0,47,South,0,1,0,0,1,0,1,0,0,0,0,0.5,2,0.4,0.4,0,1,0.25,Not closely at all,FL
1,0.75,1,1,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0,0,0,0,1,0,0,0,1,32,South,0,1,0,0,0,0,0,0,0,0,0,0.333333333,4,0.64,0.12,1,1,1,Fairly closely,TX
0,0,0,0.75,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.875,0,0,1,0,0,1,0,0,65,Midwest,0,0,1,0,0,0,0,0,1,0,0,0.833333333,6,0.2,0.4,0,1,0.75,Fairly closely,WI
1,1,0.8,0.75,0,0,1,0,0,0,0,0,0,No Story,0,0.5,0,0,0,1,0,0,1,61,West,0,0,0,1,1,0,0,0,1,0,0,0,2,0.5,0.3,0,1,NA,Fairly closely,NV
0,0.5,0.2,0.45,0,0,1,0,0,0,0,0,0,No Story,1,0.5,0.333333333,0,0,1,1,0,0,37,Midwest,0,0,1,0,0,0,0,0,1,0,0,1,2,0.4,0.45,0,1,NA,Fairly closely,WI
0,0,0,0.825,0,0,1,0,0,0,0,0,0,No Story,1,0,0,1,0,0,1,0,0,71,South,0,0,0,1,0,0,0,0,0,1,0,0.833333333,6,0.65,0.15,1,1,NA,Not too closely,TX
1,0.75,0.2,0.475,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.25,0.5,0,0,1,0,0,0,1,70,South,0,1,0,0,1,0,0,0,0,0,0,0,4,0.6,0.3,0,1,0.5,Fairly closely,TX
1,0.75,0.8,0.35,1,0,0,0,0,1,0,1,0,Sympathetic White,0.125,0.5,0,1,0,0,0,0,1,47,Northeast,0,0,1,0,1,0,0,0,0,1,0,0.166666667,5,0.75,0.15,1,1,0.5,Not too closely,CT
1,0.75,0.6,0.7,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.125,0.5,-0.166666667,0,0,1,0,0,1,60,South,0,0,0,1,1,0,0,0,1,0,0,0,2,0.45,0.4,0,1,0.75,Fairly closely,TX
1,0.75,0.6,0.525,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.25,0.75,0,0,0,1,0,0,1,60,Midwest,0,0,1,0,1,0,0,0,1,0,0,0.333333333,1,0.45,0.55,0,1,1,Fairly closely,OH
1,0.25,0,0.675,0,0,1,0,0,0,0,0,0,No Story,0.875,0.25,0.333333333,1,0,0,1,0,0,48,West,0,0,1,0,0,0,0,0,0,0,1,0.666666667,6,0.64,0.12,1,1,NA,Fairly closely,CA
1,0.5,0,0.3,0,0,0,1,0,1,0,0,1,Unsympathetic White,1,0,0,1,0,0,1,0,0,52,Midwest,0,0,0,1,1,0,0,0,0,0,1,1,6,0.7,0.15,1,1,0.5,Fairly closely,WI
1,1,0.6,0.6,0,1,0,0,0,0,1,1,0,Sympathetic Black,0,0.5,0,0,0,1,0,0,1,53,Midwest,0,1,0,0,0,0,0,0,0,1,0,0,1,0.5,0.35,0,1,1,Fairly closely,IL
1,0.75,0.2,0.7,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.875,0.5,0,0,0,1,0,0,1,31,West,0,1,0,0,0,1,0,0,0,0,0,0.166666667,3,0.3,0.4,0,1,0.5,Not too closely,UT
1,0.75,0,0.9,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0,0.5,0,0,0,1,0,0,1,50,West,0,0,1,0,1,0,0,1,0,0,0,0,1,0.7,0.2,1,1,0.5,Not closely at all,NV
0,0.75,0.2,0.575,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.75,0,-0.166666667,0,0,1,1,0,0,62,South,0,0,0,1,0,0,0,1,0,0,0,0.666666667,2,0.45,0.45,0,1,0.5,Fairly closely,TX
1,1,0.6,0.5,1,0,0,0,0,1,0,1,0,Sympathetic White,0,0.25,-0.166666667,0,0,1,0,0,1,25,South,0,0,1,0,0,0,1,0,0,0,0,0.333333333,1,0.6,0.2,0,1,1,Fairly closely,TX
1,0.75,0.2,0.525,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.875,0.25,0.333333333,0,1,0,1,0,0,59,Midwest,0,0,1,0,0,0,0,1,0,0,0,0.833333333,4,0.3,0.4,0,1,0.75,Not too closely,MI
1,0.5,0,0.7,0,0,1,0,0,0,0,0,0,No Story,1,0,0.5,1,0,0,1,0,0,57,South,1,0,0,0,0,0,0,0,0,0,0,1,6,0.5,0.25,0,1,NA,Not closely at all,TN
1,0.5,0.8,0.9,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.375,0.25,0,0,0,1,0,0,1,65,West,0,0,0,0,0,0,0,0,1,0,0,0.333333333,2,0.33,0.33,0,1,0.75,Not too closely,CA
1,1,0.4,0.675,0,0,0,1,0,1,0,0,1,Unsympathetic White,0,0,0,0,0,1,0,0,1,39,Midwest,0,0,1,0,1,0,0,0,1,0,0,0,2,0.6,0.2,0,1,0.75,Fairly closely,ND
0,0.25,0,0.6,0,0,1,0,0,0,0,0,0,No Story,1,0,0,1,0,0,1,0,0,48,Midwest,0,0,1,0,1,0,0,1,0,0,0,0.833333333,6,0.4,0.4,0,1,NA,NA,MO
1,1,1,0.85,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.75,0,0,NA,NA,NA,0,1,0,31,Northeast,0,1,0,0,1,0,1,0,0,0,0,0.5,NA,0.34,0.33,0,1,1,Very closely,MA
1,0.75,0,0.325,0,0,0,1,0,1,0,0,1,Unsympathetic White,1,0,0.166666667,0,1,0,1,0,0,56,Northeast,0,0,1,0,0,0,0,0,0,0,1,0.666666667,4,0.5,0.25,0,1,0.5,Not too closely,MA
1,1,0.2,0.825,0,0,0,1,0,1,0,0,1,Unsympathetic White,0,0.5,0,0,0,1,0,0,1,26,Midwest,0,0,1,0,0,0,0,0,0,1,0,0.166666667,1,0.85,0.05,1,0,0.75,Fairly closely,KS
1,1,0,0.5,0,0,0,1,0,1,0,0,1,Unsympathetic White,1,0.5,0,0,0,1,0,1,0,39,West,0,1,0,0,0,0,0,0,0,0,1,0.5,2,0.64,0.12,1,1,0,Not closely at all,CO
0,0.25,0.2,0.925,1,0,0,0,0,1,0,1,0,Sympathetic White,0.875,0,0,1,0,0,1,0,0,40,Midwest,0,0,0,1,0,0,0,0,0,1,0,0.833333333,6,0.33,0.33,0,1,0.75,Not closely at all,WI
1,0.5,0.2,0.625,1,0,0,0,0,1,0,1,0,Sympathetic White,0.375,0,0,0,0,1,0,0,1,53,West,0,1,0,0,0,0,0,1,0,0,0,0,1,0.7,0.2,1,1,0.5,Fairly closely,CA
1,0.75,0.4,0.675,1,0,0,0,0,1,0,1,0,Sympathetic White,1,1,0.333333333,1,0,0,1,0,0,29,Northeast,1,0,0,0,1,0,0,0,1,0,0,0.666666667,7,0.92,0.02,1,0,1,Fairly closely,MA
1,0.5,0,0.675,0,0,0,1,0,1,0,0,1,Unsympathetic White,1,0,0,1,0,0,1,0,0,70,Northeast,0,0,1,0,0,0,0,0,1,0,0,0.666666667,5,0.5,0.33,0,1,0.25,Not too closely,NJ
1,0.75,0.6,1,0,0,1,0,0,0,0,0,0,No Story,0.375,0.5,0,0,0,1,0,0,1,63,West,0,1,0,0,1,0,0,0,0,1,0,0.333333333,2,0.85,0.05,1,0,NA,Fairly closely,CO
1,1,0.2,0.9,1,0,0,0,0,1,0,1,0,Sympathetic White,1,0,0,0,1,0,1,0,0,70,West,0,0,1,0,0,0,1,0,0,0,0,0.666666667,4,0.7,0.1,1,0,0.75,Not too closely,CA
0,0.25,0.4,0.75,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.5,0,0,1,0,0,1,0,0,34,Midwest,0,0,1,0,0,1,0,0,0,0,0,0.833333333,5,0.35,0.48,0,1,0.5,Fairly closely,MI
0,0.5,0.2,0.8,0,0,1,0,0,0,0,0,0,No Story,0.875,1,-0.5,1,0,0,1,0,0,77,South,0,1,0,0,0,0,0,0,0,1,0,0.666666667,7,0.3,0.3,0,1,NA,Fairly closely,TX
0,0.75,0,0.575,0,0,1,0,0,0,0,0,0,No Story,0.875,0,0,1,0,0,1,0,0,83,West,0,1,0,0,0,0,1,0,0,0,0,1,7,0.6,0.3,0,1,NA,Not too closely,CA
1,1,1,0.825,0,1,0,0,0,0,1,1,0,Sympathetic Black,0,0,0,0,0,1,0,0,1,32,Midwest,0,1,0,0,1,0,1,0,0,0,0,0.166666667,2,0.95,0.03,1,0,1,Fairly closely,MI
1,0.75,1,0.7,0,1,0,0,0,0,1,1,0,Sympathetic Black,0,0.75,0.166666667,1,0,0,1,0,0,84,Midwest,0,1,0,0,1,0,0,0,0,1,0,0.666666667,6,0.5,0.3,0,1,1,Not too closely,WI
0,0.5,0.2,0.725,0,0,1,0,0,0,0,0,0,No Story,0.875,1,0.666666667,1,0,0,1,0,0,27,South,1,0,0,0,0,0,0,0,0,0,0,0.666666667,6,0.6,0.3,0,1,NA,Not too closely,TX
1,1,0.6,0.975,0,1,0,0,0,0,1,1,0,Sympathetic Black,0,0.5,-0.333333333,0,0,1,0,0,1,73,West,0,0,1,0,0,0,1,0,0,0,0,0.333333333,2,0.7,0.15,1,1,0.75,Fairly closely,OR
0,0.25,0.6,0.35,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.875,0,0.166666667,1,0,0,1,0,0,64,Midwest,0,0,1,0,1,1,0,0,0,0,0,1,7,0.5,0.4,0,1,0,Not closely at all,NE
1,1,0.4,0.575,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.125,0.25,-0.166666667,0,0,1,0,0,1,31,Northeast,0,0,0,1,0,0,0,0,0,0,1,0,1,0.3,0.35,0,1,1,Fairly closely,NY
1,1,0.2,0.825,0,0,1,0,0,0,0,0,0,No Story,0,0.25,0,NA,NA,NA,NA,NA,NA,26,Midwest,0,1,0,0,0,1,0,0,0,0,0,NA,NA,0.64,0.12,1,1,NA,Fairly closely,MO
1,0.75,0.4,0.475,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.25,0.75,0,NA,NA,NA,NA,NA,NA,29,Midwest,0,0,1,0,1,0,0,0,0,1,0,NA,NA,0.6,0.35,0,1,0.5,Not too closely,WI
1,1,1,1,0,0,1,0,0,0,0,0,0,No Story,0.5,0.5,0,1,0,0,1,0,0,37,West,0,0,1,0,1,0,0,0,1,0,0,0.666666667,5,0.5,0.5,0,1,NA,Fairly closely,NV
1,0.75,0.6,0.55,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.25,0.25,0,0,1,0,1,0,0,53,West,0,0,0,1,0,0,0,0,0,0,1,0.833333333,4,0.5,0.3,0,1,0.5,Not too closely,CA
1,0.75,0.6,0.525,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.25,0.25,-0.166666667,1,0,0,1,0,0,24,Midwest,0,0,1,0,1,0,0,1,0,0,0,0.833333333,5,0.33,0.33,0,1,0.5,Not too closely,IA
1,1,0.2,0.65,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.125,0.5,-0.166666667,NA,NA,NA,NA,NA,NA,90,Northeast,0,0,1,0,1,0,0,0,0,1,0,NA,NA,0.35,0.35,0,1,1,Fairly closely,PA
1,0.5,0.2,0.5,0,0,1,0,0,0,0,0,0,No Story,0.5,0.5,0,0,0,1,1,0,0,58,West,0,0,1,0,1,0,0,0,0,0,1,0.666666667,3,0.4,0.4,0,1,NA,Not too closely,CA
0,0.75,0.2,0.325,0,0,0,1,0,1,0,0,1,Unsympathetic White,0,0.5,-0.166666667,0,0,1,0,0,1,81,South,0,0,1,0,1,0,0,0,1,0,0,0,2,0.35,0.5,0,1,0,Fairly closely,SC
0,0,0,0.5,0,1,0,0,0,0,1,1,0,Sympathetic Black,1,0,-0.166666667,1,0,0,1,0,0,70,Northeast,0,0,0,0,1,0,0,0,1,0,0,0.666666667,6,0.55,0.2,0,1,0.5,Fairly closely,NJ
1,0.75,0.4,0.925,0,0,1,0,0,0,0,0,0,No Story,0.125,0.5,-0.166666667,0,0,1,0,0,1,61,Northeast,0,0,1,0,0,0,0,1,0,0,0,0,1,0.5,0.3,0,1,NA,Fairly closely,MA
1,0.5,0.4,0.625,0,0,0,0,1,0,1,0,1,Unsympathetic Black,1,0,0.5,NA,NA,NA,1,0,0,49,South,0,1,0,0,1,1,0,0,0,0,0,1,NA,0.3,0.4,0,1,0,Fairly closely,DE
0,0.5,0,0.425,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.75,0.75,0.333333333,NA,NA,NA,1,0,0,23,South,0,0,1,0,1,0,0,0,0,0,1,1,NA,0.9,0.05,1,0,0,Not closely at all,GA
0,0.25,0,0.35,0,0,0,1,0,1,0,0,1,Unsympathetic White,1,0,0,1,0,0,1,0,0,60,South,1,0,0,0,0,0,0,0,0,0,0,0.666666667,5,0.49,0.49,0,1,0.25,Not too closely,WV
1,0.5,0,0.85,0,1,0,0,0,0,1,1,0,Sympathetic Black,1,0,0,0,0,1,1,0,0,73,South,0,1,0,0,0,0,0,0,1,0,0,0.833333333,2,0.4,0.4,0,1,0.5,Not too closely,KY
1,1,0.6,0.5,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0.25,0.5,0,0,0,1,0,0,1,37,Northeast,0,0,1,0,0,0,0,0,0,1,0,0.333333333,1,0.55,0.2,0,1,0.5,Not too closely,PA
0,0.75,0.2,0.25,0,0,0,1,0,1,0,0,1,Unsympathetic White,0.75,1,0,0,1,0,0,0,1,84,Midwest,0,1,0,0,1,0,1,0,0,0,0,0.333333333,4,0.25,0.45,0,1,0.5,Fairly closely,IL
1,0.75,0.2,0.5,0,0,1,0,0,0,0,0,0,No Story,0.375,0.5,-0.333333333,0,0,1,0,0,1,39,Midwest,0,0,1,0,1,0,0,0,0,0,0,0.166666667,3,0.4,0.5,0,1,NA,Not closely at all,WI
0,0.25,0,0.2,1,0,0,0,0,1,0,1,0,Sympathetic White,1,0,0,1,0,0,1,0,0,49,Midwest,0,1,0,0,0,0,0,0,0,0,1,0.833333333,6,0.34,0.33,0,1,0.25,Fairly closely,WI
1,1,1,0.6,0,1,0,0,0,0,1,1,0,Sympathetic Black,0.125,0.5,0,0,0,1,0,0,1,32,South,0,0,0,1,1,0,0,1,0,0,0,0,2,0.3,0.5,0,1,1,Fairly closely,NC
0,0.5,0.4,0.475,0,0,0,0,1,0,1,0,1,Unsympathetic Black,1,0.75,0.5,1,0,0,1,0,0,34,South,0,1,0,0,0,0,0,0,1,0,0,1,7,0.6,0.3,0,1,0.75,Not too closely,KY
1,0.75,1,0.675,1,0,0,0,0,1,0,1,0,Sympathetic White,0.125,0.25,0,0,0,1,0,0,1,78,West,0,0,0,0,0,0,0,0,0,0,1,0,2,0.8,0.08,1,0,0.75,Fairly closely,CA
1,0.75,0,0.475,0,0,0,0,1,0,1,0,1,Unsympathetic Black,0,0.75,0,0,1,0,1,0,0,53,Midwest,0,0,0,1,1,0,0,0,0,0,1,0.666666667,4,0.8,0.05,1,0,0.75,Fairly closely,WI
1,0.75,0,0.45,1,0,0,0,0,1,0,1,0,Sympathetic White,1,0.5,0.333333333,1,0,0,1,0,0,35,South,0,0,1,0,0,0,0,1,0,0,0,0.833333333,5,0.9,0.03,1,0,0.25,Not too closely,GA
